MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status
M00397,Type_22,58.27,1.73,221.2,15.29,3.044,534.5,0
M00398,Type_24,69.46,4.05,218.2,15.43,3.03,642.6,0
M00399,Type_19,55.43,2.96,214.3,14.08,2.716,485.8,0
M00400,Type_02,45.77,3.23,223.3,15.03,3.021,299.2,0
M00401,Type_04,51.82,0.27,213.2,8.76,1.681,836.6,0
M00402,Type_25,63.06,1.7,223.6,17.21,3.463,605.4,0
M00403,Type_02,64.52,2.11,223.5,11.14,2.241,179.2,0
M00404,Type_18,75.69,0.71,222.4,19.88,3.979,966.8,0
M00405,Type_13,59.18,2.14,219.9,17.56,3.475,134.5,0
M00406,Type_15,60.63,0.44,216.1,13.11,2.55,886.0,0
M00407,Type_12,69.06,1.03,219.9,14.86,2.941,614.0,0
M00408,Type_25,45.5,10.11,220.0,14.82,2.934,707.3,1
M00409,Type_04,68.64,0.93,220.5,13.72,2.723,138.6,0
M00410,Type_11,69.83,1.04,217.3,13.89,2.716,900.3,0
M00411,Type_19,77.98,3.91,210.3,23.21,4.393,379.1,0
M00412,Type_17,88.31,8.02,239.6,49.36,10.644,892.4,1
M00413,Type_25,66.42,3.21,231.9,18.82,3.928,429.7,0
M00414,Type_10,69.69,0.1,222.6,12.96,2.596,420.3,0
M00415,Type_07,78.05,2.16,226.3,13.08,2.664,139.2,0
M00416,Type_02,83.43,2.26,213.6,16.97,3.262,501.1,1
M00417,Type_24,78.44,0.23,217.2,18.89,3.693,436.4,0
M00418,Type_21,51.01,1.42,214.1,14.89,2.869,634.2,0
M00419,Type_07,65.72,2.35,224.9,18.74,3.793,293.6,0
M00420,Type_04,65.05,2.26,223.2,11.79,2.368,182.1,0
M00421,Type_18,63.85,2.11,224.6,21.58,4.362,578.4,0
M00422,Type_21,65.59,2.53,214.5,8.97,1.732,683.4,1
M00423,Type_21,61.76,0.68,214.4,13.58,2.62,55.9,0
M00424,Type_08,73.74,2.42,222.2,10.94,2.188,529.4,0
M00425,Type_18,74.38,1.89,223.5,11.39,2.291,722.8,0
M00426,Type_20,109.58,9.36,241.1,41.89,9.09,200.2,1
M00427,Type_22,56.42,2.93,219.8,10.36,2.049,574.4,0
M00428,Type_23,56.06,4.16,227.2,17.29,3.535,587.7,0
M00429,Type_22,58.71,1.39,215.7,40.25,7.814,866.1,1
M00430,Type_09,71.15,1.39,217.5,12.44,2.435,412.8,0
M00431,Type_05,74.21,2.83,225.2,16.23,3.289,959.3,0
M00432,Type_07,64.3,3.57,219.5,12.76,2.521,464.8,0
M00433,Type_08,68.93,2.91,217.1,14.23,2.78,786.6,0
M00434,Type_06,75.22,3.23,226.8,19.38,3.956,909.9,0
M00435,Type_02,67.95,1.38,211.9,14.89,2.84,886.5,0
M00436,Type_06,66.28,2.15,212.6,18.68,3.574,493.8,0
M00437,Type_24,70.11,3.75,228.6,18.45,3.796,73.3,0
M00438,Type_21,63.76,2.06,224.2,14.61,2.948,183.2,0
M00439,Type_06,76.87,1.21,228.0,14.56,2.988,570.5,0
M00440,Type_20,68.92,1.89,217.3,14.66,2.867,890.7,0
M00441,Type_06,76.55,1.21,219.7,15.16,2.998,244.2,0
M00442,Type_12,50.34,2.59,222.1,17.68,3.534,472.4,0
M00443,Type_07,73.96,2.42,215.4,37.84,7.336,728.7,1
M00444,Type_20,66.21,2.2,223.2,11.55,2.32,750.3,0
M00445,Type_05,67.01,0.42,227.0,14.46,2.954,744.2,0
M00446,Type_06,51.52,1.14,213.6,15.94,3.064,237.7,0
M00447,Type_15,74.36,1.0,225.3,15.41,3.125,401.8,0
M00448,Type_07,67.35,2.35,219.9,15.46,3.06,583.2,0
M00449,Type_05,76.04,0.96,220.3,20.77,4.118,256.9,0
M00450,Type_02,74.1,2.96,212.4,10.02,1.915,443.8,0
M00451,Type_04,51.99,4.02,224.6,39.19,7.922,652.9,1
M00452,Type_09,69.33,2.57,216.5,16.39,3.194,51.8,0
M00453,Type_05,69.0,1.36,220.2,13.37,2.65,871.1,0
M00454,Type_20,57.85,1.05,220.9,18.44,3.666,588.7,0
M00455,Type_14,67.16,1.84,215.5,13.32,2.583,624.5,0
M00456,Type_18,59.1,1.22,220.5,14.33,2.844,173.7,0
M00457,Type_08,47.21,0.73,218.8,13.31,2.621,755.8,0
M00458,Type_05,66.44,1.35,226.3,15.31,3.118,626.0,0
M00459,Type_23,65.28,2.16,228.9,17.64,3.634,606.0,0
M00460,Type_20,75.46,1.07,218.0,14.51,2.847,837.0,0
M00461,Type_19,62.91,3.33,218.6,16.81,3.307,835.9,0
M00462,Type_06,47.66,3.17,228.3,13.44,2.762,937.6,0
M00463,Type_01,59.48,3.39,213.2,15.12,2.901,955.4,0
M00464,Type_25,61.41,1.43,217.1,19.98,3.904,393.7,0
M00465,Type_09,69.28,4.15,216.5,14.93,2.909,503.7,0
M00466,Type_17,86.47,1.45,220.5,15.42,3.06,186.3,1
M00467,Type_20,72.07,2.61,218.0,15.07,2.957,318.1,0
M00468,Type_04,79.95,2.67,227.4,22.75,4.656,843.1,0
M00469,Type_11,77.23,2.01,220.2,15.98,3.167,669.7,0
M00470,Type_04,63.58,2.43,217.2,15.26,2.983,361.0,0
M00471,Type_20,66.9,2.22,224.2,13.49,2.722,143.3,0
M00472,Type_03,64.04,1.75,221.7,11.08,2.211,614.0,0
M00473,Type_02,63.36,0.88,226.4,18.19,3.706,504.7,0
M00474,Type_11,63.27,3.01,200.0,18.7,3.366,818.7,1
M00475,Type_03,64.75,1.42,223.2,10.07,2.023,98.0,0
M00476,Type_20,81.68,2.12,215.6,19.18,3.722,180.0,0
M00477,Type_19,68.68,3.04,214.7,12.34,2.384,372.9,0
M00478,Type_16,66.96,1.85,211.5,15.68,2.985,505.9,0
M00479,Type_23,58.9,1.8,225.6,14.47,2.938,649.0,0
M00480,Type_19,61.47,2.16,215.7,12.4,2.407,737.1,0
M00481,Type_20,55.8,2.8,220.0,17.33,3.431,697.6,0
M00482,Type_18,48.16,2.41,215.9,18.04,3.505,169.8,0
M00483,Type_04,71.88,3.5,220.5,21.51,4.269,191.0,0
M00484,Type_20,79.86,0.37,228.6,18.77,3.862,118.3,0
M00485,Type_15,84.16,1.79,221.1,17.88,3.558,598.9,0
M00486,Type_04,56.83,0.5,214.2,16.39,3.16,531.5,0
M00487,Type_04,61.41,2.83,222.2,14.43,2.886,821.8,0
M00488,Type_19,102.13,3.35,221.6,16.14,3.219,429.2,1
M00489,Type_11,83.52,0.1,212.1,19.91,3.801,161.4,0
M00490,Type_23,103.36,0.83,219.3,14.94,2.949,96.1,1
M00491,Type_08,78.78,2.36,213.7,15.72,3.023,605.0,0
M00492,Type_20,55.07,5.18,220.1,18.47,3.659,116.7,0
M00493,Type_15,69.45,1.84,221.1,16.62,3.307,491.8,0
M00494,Type_22,76.62,0.77,229.7,17.33,3.583,294.8,0
M00495,Type_18,66.46,0.58,223.4,18.2,3.659,881.6,0
M00496,Type_21,54.75,0.1,224.9,16.05,3.249,823.4,0
M00497,Type_07,59.02,3.29,226.4,13.35,2.72,85.8,0
M00498,Type_23,66.92,2.26,218.7,12.84,2.527,898.0,0
M00499,Type_07,72.21,0.34,216.9,9.25,1.806,850.6,1
M00500,Type_17,67.72,2.35,214.8,12.53,2.422,212.1,0
M00501,Type_09,61.03,0.15,216.1,17.1,3.326,275.5,0
M00502,Type_16,68.25,2.22,224.9,15.69,3.176,336.0,0
M00503,Type_09,48.6,2.78,225.1,16.48,3.339,614.9,0
M00504,Type_03,50.96,0.92,217.2,9.28,1.814,737.5,0
M00505,Type_07,73.77,2.11,223.6,16.27,3.274,966.2,0
M00506,Type_05,82.25,1.05,214.6,15.94,3.079,524.9,0
M00507,Type_22,54.25,3.08,216.7,18.41,3.591,636.0,0
M00508,Type_19,58.38,1.81,200.0,18.54,3.337,784.0,1
M00509,Type_10,73.77,3.05,228.9,18.04,3.716,433.4,0
M00510,Type_10,78.63,2.68,219.6,15.72,3.107,673.1,0
M00511,Type_25,67.42,0.89,220.0,15.38,3.045,151.7,0
M00512,Type_01,60.0,2.58,213.6,18.08,3.476,732.3,0
M00513,Type_20,70.43,1.31,211.5,12.94,2.463,812.7,0
M00514,Type_18,66.27,1.58,220.3,47.72,9.461,280.5,1
M00515,Type_21,64.06,1.3,213.9,15.61,3.005,503.2,0
M00516,Type_11,82.13,1.95,221.6,14.42,2.876,935.9,0
M00517,Type_20,77.14,0.99,226.3,14.66,2.986,772.2,0
M00518,Type_14,70.66,3.55,217.3,17.61,3.444,955.0,0
M00519,Type_07,74.02,0.97,224.7,16.86,3.41,784.3,0
M00520,Type_03,65.4,2.22,220.1,12.02,2.381,375.8,0
M00521,Type_23,73.02,1.98,220.1,17.43,3.453,381.0,0
M00522,Type_01,79.88,1.51,221.9,16.45,3.285,759.7,0
M00523,Type_21,74.38,3.07,214.7,18.4,3.555,421.5,0
M00524,Type_08,47.98,1.35,214.2,13.67,2.635,81.3,0
M00525,Type_25,72.52,2.42,219.5,11.83,2.337,590.3,0
M00526,Type_10,78.18,2.17,220.7,14.04,2.789,602.3,0
M00527,Type_10,43.27,0.31,216.3,14.06,2.737,921.9,0
M00528,Type_09,60.97,2.49,227.7,14.52,2.976,883.3,0
M00529,Type_25,67.98,2.39,228.9,16.39,3.377,581.9,0
M00530,Type_24,63.12,11.64,220.7,14.18,2.817,918.8,1
M00531,Type_02,56.75,1.98,218.0,18.21,3.573,146.0,0
M00532,Type_05,75.16,3.39,224.1,17.06,3.441,872.6,0
M00533,Type_11,80.56,6.99,223.6,12.15,2.445,151.8,1
M00534,Type_19,60.91,4.14,223.0,13.4,2.689,247.6,0
M00535,Type_16,69.43,3.5,216.5,4.06,0.791,113.4,1
M00536,Type_11,63.5,1.88,219.4,13.15,2.597,305.2,0
M00537,Type_20,58.98,1.19,215.7,16.13,3.131,902.6,0
M00538,Type_12,80.49,5.28,224.6,12.66,2.559,505.3,1
M00539,Type_03,76.13,1.46,226.2,15.52,3.16,229.1,0
M00540,Type_25,62.02,1.03,221.4,10.95,2.182,975.6,0
M00541,Type_11,69.57,0.32,215.2,6.29,1.218,429.5,1
M00542,Type_20,71.62,1.66,223.8,18.48,3.722,835.1,0
M00543,Type_23,78.96,1.9,220.2,10.6,2.101,236.5,0
M00544,Type_09,120.71,6.81,246.9,33.16,7.368,882.3,1
M00545,Type_10,53.18,1.3,224.1,14.18,2.86,532.0,0
M00546,Type_21,52.85,1.36,219.6,14.96,2.957,525.8,0
M00547,Type_03,90.91,1.68,213.5,8.67,1.666,681.3,1
M00548,Type_04,59.67,2.23,226.8,22.45,4.582,779.4,0
M00549,Type_03,65.16,1.01,216.3,8.33,1.622,489.8,0
M00550,Type_18,50.98,2.56,221.5,16.46,3.281,179.1,0
M00551,Type_09,65.52,0.67,218.9,12.85,2.532,79.7,0
M00552,Type_22,58.42,1.52,221.0,14.21,2.826,443.8,0
M00553,Type_12,92.4,3.25,212.9,15.08,2.889,625.5,0
M00554,Type_19,62.38,3.55,216.0,18.92,3.678,467.1,0
M00555,Type_11,73.64,1.66,214.7,18.43,3.561,958.4,0
M00556,Type_14,61.23,2.56,216.9,12.75,2.489,751.5,0
M00557,Type_18,68.03,0.57,223.1,17.74,3.562,565.6,0
M00558,Type_14,66.53,2.59,225.4,15.51,3.146,747.0,0
M00559,Type_08,104.64,1.2,218.5,15.08,2.965,916.3,1
M00560,Type_03,78.03,2.08,217.7,16.96,3.323,918.2,0
M00561,Type_19,45.87,2.11,214.1,14.91,2.873,729.1,0
M00562,Type_09,77.56,0.19,227.6,16.36,3.351,375.3,0
M00563,Type_09,66.16,2.29,221.2,14.64,2.915,912.9,0
M00564,Type_06,44.7,2.31,224.7,14.46,2.924,727.2,0
M00565,Type_17,58.67,0.68,216.7,16.12,3.144,919.6,0
M00566,Type_16,31.03,2.38,223.4,10.09,2.029,372.1,0
M00567,Type_21,58.2,3.2,216.5,18.1,3.527,550.7,0
M00568,Type_15,67.0,0.6,219.6,13.92,2.751,162.5,0
M00569,Type_03,48.26,1.63,218.2,14.21,2.791,691.7,0
M00570,Type_09,61.88,2.9,220.7,7.79,1.547,306.8,1
M00571,Type_04,66.18,2.74,219.2,17.22,3.397,382.1,0
M00572,Type_23,55.87,4.14,221.4,18.97,3.78,815.5,0
M00573,Type_07,72.97,1.73,216.2,18.71,3.641,768.3,0
M00574,Type_18,63.66,3.6,217.5,12.05,2.359,135.4,0
M00575,Type_24,65.02,3.49,221.1,16.27,3.238,327.4,0
M00576,Type_02,68.59,1.19,223.6,20.17,4.059,699.7,0
M00577,Type_14,69.7,2.65,217.0,17.35,3.388,497.2,0
M00578,Type_06,47.87,2.13,220.4,14.98,2.971,157.0,0
M00579,Type_10,66.82,2.6,220.7,19.76,3.925,786.9,0
M00580,Type_12,74.04,1.98,227.9,19.4,3.979,101.7,0
M00581,Type_07,57.1,0.88,213.0,13.4,2.569,590.7,0
M00582,Type_12,69.48,2.38,215.7,2.54,0.493,503.6,1
M00583,Type_17,57.9,3.31,231.3,9.11,1.896,227.1,1
M00584,Type_22,78.72,3.31,222.1,20.96,4.19,432.2,0
M00585,Type_10,75.52,1.8,222.3,19.55,3.911,366.4,0
M00586,Type_12,64.28,2.05,219.9,15.44,3.056,760.4,0
M00587,Type_06,46.26,3.22,221.7,12.27,2.448,451.6,0
M00588,Type_10,67.07,1.95,221.1,13.36,2.659,137.3,0
M00589,Type_06,73.71,2.87,221.7,17.28,3.448,540.4,0
M00590,Type_25,81.18,1.99,219.9,11.24,2.225,839.7,0
M00591,Type_16,69.18,2.13,222.0,17.13,3.423,311.8,0
M00592,Type_10,58.81,0.99,212.0,17.14,3.27,653.4,0
M00593,Type_05,56.86,0.23,215.1,9.06,1.754,67.6,1
M00594,Type_10,68.18,2.07,223.2,18.94,3.805,674.1,0
M00595,Type_25,88.59,2.39,219.8,11.52,2.279,612.7,0
M00596,Type_17,63.18,0.97,225.1,10.63,2.154,723.4,0
M00597,Type_23,82.4,3.82,224.9,12.46,2.522,665.8,0
M00598,Type_22,47.05,2.14,217.9,16.19,3.175,669.4,0
M00599,Type_10,75.03,1.57,221.9,11.53,2.303,249.5,0
M00600,Type_21,68.58,2.46,219.8,11.78,2.33,226.3,0
M00601,Type_18,82.4,2.84,216.4,16.98,3.307,481.2,0
M00602,Type_08,70.55,2.81,227.1,15.5,3.168,384.1,0
M00603,Type_03,76.68,1.74,201.6,15.99,2.901,931.5,1
M00604,Type_13,77.11,4.62,243.1,12.7,2.779,944.4,1
M00605,Type_19,63.75,2.22,217.7,15.88,3.111,129.4,0
M00606,Type_17,75.06,4.17,222.3,52.56,10.516,875.8,1
M00607,Type_01,73.73,2.13,214.9,13.16,2.545,763.2,0
M00608,Type_04,63.88,2.67,216.3,18.3,3.562,727.7,0
M00609,Type_23,76.88,4.05,227.0,11.87,2.425,166.2,0
M00610,Type_05,71.61,2.73,227.7,7.08,1.451,463.1,1
M00611,Type_23,68.32,1.96,212.7,16.15,3.092,585.7,0
M00612,Type_02,53.32,2.59,217.4,18.39,3.598,72.8,0
M00613,Type_24,87.68,1.91,216.5,14.15,2.757,516.2,1
M00614,Type_01,67.8,1.5,215.8,11.67,2.267,720.1,0
M00615,Type_24,42.95,1.7,216.7,23.04,4.493,368.2,0
M00616,Type_17,63.4,1.6,223.5,11.28,2.269,923.3,0
M00617,Type_10,63.79,1.86,222.0,14.48,2.893,759.8,0
M00618,Type_22,68.2,1.53,215.4,13.73,2.662,335.4,0
M00619,Type_12,76.69,2.88,230.4,13.36,2.77,904.1,0
M00620,Type_18,61.43,3.37,218.9,19.86,3.913,347.6,0
M00621,Type_04,88.23,4.41,225.8,8.18,1.662,575.2,1
M00622,Type_16,59.55,1.74,223.9,16.35,3.295,897.1,0
M00623,Type_10,67.66,1.28,213.9,12.11,2.331,802.7,0
M00624,Type_04,69.85,2.59,217.0,17.82,3.48,126.8,0
M00625,Type_21,69.38,2.33,217.4,6.38,1.248,379.2,1
M00626,Type_19,78.96,1.19,218.1,15.25,2.993,719.8,0
M00627,Type_04,63.28,1.9,220.1,10.94,2.167,974.8,0
M00628,Type_13,54.77,2.29,217.0,17.84,3.484,967.8,0
M00629,Type_25,46.98,1.85,216.2,10.46,2.035,149.9,0
M00630,Type_05,72.46,3.45,226.2,16.8,3.42,200.2,0
M00631,Type_22,78.26,1.33,215.1,16.64,3.221,340.1,0
M00632,Type_08,46.88,0.1,223.5,14.58,2.933,900.8,0
M00633,Type_25,57.31,0.97,223.4,19.11,3.842,478.4,0
M00634,Type_22,78.41,1.94,224.1,17.95,3.62,657.6,0
M00635,Type_10,71.04,0.13,220.5,19.16,3.802,750.2,0
M00636,Type_11,75.93,1.98,228.2,18.51,3.802,439.0,0
M00637,Type_14,58.66,2.4,224.7,16.98,3.434,145.0,0
M00638,Type_02,51.24,0.1,206.6,14.3,2.659,830.7,0
M00639,Type_19,85.27,0.81,215.4,18.38,3.563,657.6,0
M00640,Type_05,80.2,2.04,215.5,15.57,3.02,176.9,0
M00641,Type_25,62.7,4.67,214.0,16.68,3.213,968.4,0
M00642,Type_10,72.43,2.54,214.3,10.14,1.956,547.3,0
M00643,Type_07,49.79,1.47,220.3,14.57,2.889,444.6,0
M00644,Type_07,63.44,0.75,217.4,11.52,2.254,729.5,0
M00645,Type_20,59.92,2.21,225.6,16.92,3.435,223.7,0
M00646,Type_16,71.27,3.43,212.4,11.91,2.277,992.0,0
M00647,Type_03,58.97,1.97,216.6,19.27,3.756,850.1,0
M00648,Type_23,56.33,2.58,213.4,12.21,2.345,417.7,0
M00649,Type_15,76.89,1.81,218.1,15.66,3.074,400.9,0
M00650,Type_21,54.6,3.64,218.3,14.33,2.815,665.3,0
M00651,Type_18,63.87,1.0,222.1,17.08,3.414,865.6,0
M00652,Type_06,53.89,2.21,214.8,18.31,3.54,856.3,0
M00653,Type_18,54.96,0.1,218.6,18.7,3.679,286.2,0
M00654,Type_19,74.37,2.46,223.8,15.28,3.078,755.4,0
M00655,Type_09,67.85,1.76,225.6,15.1,3.066,586.3,0
M00656,Type_21,66.48,2.31,224.6,12.64,2.555,135.1,0
M00657,Type_08,66.61,2.92,214.4,14.3,2.759,628.4,0
M00658,Type_16,59.81,0.1,222.7,13.12,2.63,701.6,0
M00659,Type_09,67.72,1.42,215.8,13.0,2.525,671.1,0
M00660,Type_11,72.93,3.29,231.2,16.84,3.504,681.6,0
M00661,Type_20,63.72,2.72,215.5,10.43,2.023,898.2,0
M00662,Type_11,55.8,1.12,226.8,16.19,3.305,319.6,0
M00663,Type_05,123.29,11.31,252.3,42.35,9.616,959.5,1
M00664,Type_16,66.91,1.52,223.6,18.67,3.757,209.5,0
M00665,Type_22,63.07,1.61,224.3,17.23,3.478,975.1,0
M00666,Type_11,81.79,1.62,220.2,14.1,2.794,527.8,0
M00667,Type_24,66.01,2.06,220.7,14.74,2.928,855.6,0
M00668,Type_11,57.86,0.93,218.6,17.25,3.394,510.7,0
M00669,Type_05,61.42,1.85,215.6,17.34,3.365,96.2,0
M00670,Type_23,64.82,0.1,213.4,11.02,2.117,519.7,0
M00671,Type_22,75.47,0.1,223.4,15.11,3.038,793.5,0
M00672,Type_23,81.7,1.48,212.8,22.19,4.25,443.6,0
M00673,Type_01,57.29,2.4,217.4,9.95,1.947,326.7,0
M00674,Type_07,68.04,0.79,239.7,9.15,1.974,313.8,1
M00675,Type_11,52.95,2.65,223.2,10.23,2.055,984.3,0
M00676,Type_02,51.35,2.49,210.9,18.07,3.43,816.0,0
M00677,Type_05,49.91,2.07,213.8,12.17,2.342,814.0,0
M00678,Type_15,75.91,3.22,211.4,14.88,2.831,130.8,0
M00679,Type_24,64.81,3.14,215.9,9.54,1.854,382.0,0
M00680,Type_17,72.57,7.93,222.0,18.13,3.622,916.6,1
M00681,Type_07,55.63,2.91,217.3,13.51,2.642,932.6,0
M00682,Type_12,72.85,3.41,212.2,14.64,2.796,541.3,0
M00683,Type_09,73.07,2.94,215.8,14.38,2.793,260.1,0
M00684,Type_15,60.15,1.47,222.1,18.49,3.696,937.5,0
M00685,Type_15,63.51,1.46,222.3,21.21,4.243,426.4,0
M00686,Type_25,65.04,0.83,226.1,10.32,2.1,843.2,0
M00687,Type_10,52.32,0.6,228.7,19.33,3.979,220.4,0
M00688,Type_23,61.8,1.81,224.1,13.82,2.787,673.4,0
M00689,Type_08,73.99,3.08,222.4,10.99,2.2,659.9,0
M00690,Type_01,59.17,0.4,222.5,14.91,2.986,587.1,0
M00691,Type_23,62.69,0.58,216.7,19.28,3.76,320.8,0
M00692,Type_11,68.18,1.79,216.5,8.39,1.635,733.0,1
M00693,Type_13,63.18,1.04,217.9,17.56,3.444,467.6,0
M00694,Type_23,63.61,1.18,229.9,9.12,1.887,593.7,0
M00695,Type_06,44.69,2.25,213.6,14.4,2.768,334.1,0
M00696,Type_04,58.0,1.49,223.3,13.22,2.657,432.4,0
M00697,Type_01,61.18,3.07,213.5,16.43,3.157,461.5,0
M00698,Type_18,68.92,2.51,218.3,18.77,3.688,592.2,0
M00699,Type_13,90.02,2.34,221.5,13.66,2.723,877.2,0
M00700,Type_15,58.07,1.63,226.0,16.68,3.393,557.9,0
M00701,Type_11,62.34,0.3,228.3,11.91,2.447,959.7,0
M00702,Type_09,58.78,1.42,223.1,14.63,2.938,612.8,0
M00703,Type_25,62.28,3.81,213.9,18.5,3.561,54.1,0
M00704,Type_23,59.1,1.65,214.4,15.01,2.896,109.6,0
M00705,Type_12,76.1,1.96,217.7,14.56,2.853,288.3,0
M00706,Type_02,85.19,1.94,224.1,15.85,3.197,379.1,1
M00707,Type_01,71.98,0.35,222.4,13.41,2.684,310.2,0
M00708,Type_01,117.47,7.04,239.5,53.32,11.493,419.4,1
M00709,Type_23,65.06,1.94,217.3,14.51,2.838,168.9,0
M00710,Type_01,55.05,3.1,223.5,18.38,3.697,715.9,0
M00711,Type_19,76.0,2.57,219.9,13.65,2.701,170.5,0
M00712,Type_03,69.6,1.34,229.8,18.21,3.766,530.6,0
M00713,Type_03,56.2,0.5,216.5,17.4,3.39,219.5,0
M00714,Type_06,59.42,1.53,215.3,17.93,3.474,894.3,0
M00715,Type_24,56.98,1.59,218.2,18.71,3.674,303.7,0
M00716,Type_08,56.91,11.0,223.9,18.79,3.786,162.9,1
M00717,Type_03,67.64,0.1,209.5,16.85,3.177,479.7,1
M00718,Type_14,71.58,3.0,219.5,15.55,3.072,811.0,0
M00719,Type_20,84.4,3.31,227.3,9.28,1.898,122.7,0
M00720,Type_17,54.56,0.21,220.7,13.97,2.775,223.2,0
M00721,Type_25,63.3,0.97,223.7,12.98,2.613,503.6,0
M00722,Type_02,68.1,2.14,226.7,17.59,3.589,378.7,0
M00723,Type_06,56.17,3.14,218.8,13.09,2.578,690.9,0
M00724,Type_21,52.33,2.33,219.8,7.39,1.462,530.6,1
M00725,Type_11,68.48,2.46,220.0,14.94,2.958,326.6,0
M00726,Type_25,62.43,1.74,215.5,15.88,3.08,706.9,0
M00727,Type_25,62.14,1.72,218.3,15.87,3.118,747.2,0
M00728,Type_02,55.81,0.17,213.9,15.9,3.061,504.2,0
M00729,Type_20,81.5,3.02,217.2,14.26,2.788,218.9,0
M00730,Type_08,64.73,2.11,223.2,15.97,3.208,901.7,0
M00731,Type_09,57.94,1.26,217.6,23.27,4.557,399.5,0
M00732,Type_12,68.76,1.44,218.1,18.21,3.574,733.4,0
M00733,Type_06,73.96,1.18,220.6,13.0,2.581,751.2,0
M00734,Type_22,62.36,2.9,215.7,15.97,3.1,71.0,0
M00735,Type_11,52.86,0.15,219.5,11.13,2.199,120.9,0
M00736,Type_17,93.12,1.58,229.4,20.31,4.193,679.3,1
M00737,Type_17,56.16,1.42,222.4,17.41,3.485,588.5,0
M00738,Type_20,64.25,1.4,218.7,17.6,3.464,203.6,0
M00739,Type_11,63.42,3.18,243.5,14.53,3.184,679.7,1
M00740,Type_05,79.14,1.45,226.8,10.16,2.074,897.8,0
M00741,Type_04,62.69,2.21,226.7,13.94,2.844,648.4,0
M00742,Type_07,71.68,0.14,219.7,36.27,7.172,690.5,1
M00743,Type_10,59.22,2.1,218.5,18.27,3.593,982.7,0
M00744,Type_18,66.7,1.19,219.1,14.37,2.834,888.4,0
M00745,Type_14,71.72,1.68,212.4,18.78,3.59,523.9,0
M00746,Type_08,64.36,0.95,217.2,10.16,1.986,149.6,0
M00747,Type_24,49.37,3.09,218.2,14.28,2.804,387.7,0
M00748,Type_18,56.24,1.14,220.2,14.61,2.895,848.0,0
M00749,Type_01,63.71,0.45,222.3,15.96,3.193,977.4,0
M00750,Type_25,49.06,2.77,207.0,14.63,2.726,410.0,1
M00751,Type_22,61.83,3.57,248.5,15.3,3.422,606.3,1
M00752,Type_24,77.3,0.1,217.4,13.32,2.606,180.0,0
M00753,Type_15,64.31,4.4,219.3,15.18,2.996,279.5,0
M00754,Type_01,73.99,1.29,222.2,17.3,3.46,566.3,0
M00755,Type_22,56.26,0.12,227.0,11.45,2.339,227.2,0
M00756,Type_03,58.63,1.78,219.8,16.1,3.185,456.8,0
M00757,Type_06,62.35,3.24,221.2,19.77,3.936,477.4,0
M00758,Type_03,44.44,2.74,223.7,16.37,3.296,898.4,0
M00759,Type_22,78.32,3.06,207.7,15.89,2.97,63.2,0
M00760,Type_07,62.29,3.04,212.0,10.9,2.08,601.8,0
M00761,Type_02,59.98,3.04,214.6,14.76,2.851,398.8,0
M00762,Type_24,55.95,1.4,218.1,18.59,3.649,156.5,0
M00763,Type_24,70.7,1.54,214.8,12.65,2.445,462.8,0
M00764,Type_20,86.83,2.46,228.0,15.87,3.257,946.2,0
M00765,Type_24,75.67,4.08,221.3,19.48,3.88,816.6,0
M00766,Type_11,65.82,2.55,222.4,16.98,3.399,949.1,0
M00767,Type_02,68.92,4.15,216.5,13.94,2.716,522.9,0
M00768,Type_16,66.12,3.44,225.4,12.4,2.515,333.3,0
M00769,Type_16,64.76,2.23,215.4,13.55,2.627,449.0,0
M00770,Type_13,42.06,0.1,222.8,16.17,3.242,627.0,0
M00771,Type_10,79.39,1.38,222.6,15.0,3.005,445.1,0
M00772,Type_04,53.76,3.88,211.7,20.06,3.822,369.6,0
M00773,Type_21,67.2,1.66,226.1,17.2,3.5,938.7,0
M00774,Type_07,80.55,0.35,216.7,11.37,2.217,90.0,0
M00775,Type_17,72.13,1.25,226.1,6.3,1.282,378.8,1
M00776,Type_23,70.34,0.1,211.6,54.42,10.364,139.0,1
M00777,Type_05,127.46,2.46,221.3,18.99,3.782,372.0,1
M00778,Type_11,80.26,1.42,219.0,15.96,3.146,998.9,0
M00779,Type_09,75.01,3.88,219.4,14.22,2.808,799.3,0
M00780,Type_18,72.81,1.82,223.3,19.4,3.899,760.7,0
M00781,Type_16,71.41,1.49,224.1,15.95,3.217,449.0,0
M00782,Type_17,94.7,8.95,246.4,45.42,10.072,447.5,1
M00783,Type_10,63.46,1.85,214.6,16.3,3.148,303.9,0
M00784,Type_18,66.88,0.73,218.0,19.05,3.738,943.4,0
M00785,Type_04,50.11,1.77,221.9,14.38,2.872,489.7,0
M00786,Type_09,61.14,2.02,215.7,15.38,2.986,369.8,0
M00787,Type_03,65.02,0.22,226.2,51.1,10.403,186.4,1
M00788,Type_14,72.11,1.76,228.8,13.96,2.875,824.5,0
M00789,Type_20,52.41,2.12,226.1,17.48,3.557,197.4,0
M00790,Type_24,44.76,1.18,211.5,11.0,2.094,260.1,0
M00791,Type_04,66.79,2.05,217.7,15.18,2.974,891.6,0
M00792,Type_07,71.95,2.63,217.9,12.09,2.371,196.5,0
M00793,Type_20,68.33,1.47,245.3,18.1,3.996,94.0,1
M00794,Type_07,37.18,3.18,223.4,13.56,2.726,631.3,0
